GeoUID_2001,Area (sq km)_2001,Population_2001,Dwellings_2001,Households_2001,Total male population_2001,Total female population_2001,Population change (%)_2001,Never married_2001,Divorced_2001,Widowed_2001,Movers_2001,Non-movers_2001,Canadian citizens_2001,Migrants_2001,Non-migrants_2001,Internal migrants_2001,External migrants_2001,Visible minority_2001,Non-visible minority_2001,Non-Canadian citizens_2001,Non-immigrants_2001,Immigrants_2001,Non-permanent residents_2001,Married couples_2001,Common-law couples_2001,Owned housing_2001,Rented housing_2001,Median household income $_2001,High school or Secondary degree_2001,College or CEGEP degree_2001,"Trades certificate, diploma or apprenticeship_2001",Apartment with fewer than five stories_2001,Apartment with five or more storeys_2001,Row house_2001,Single-detached house_2001,Semi-detached house_2001,Movable dwelling_2001,Other single-attached house_2001,Major repairs_2001,Band housing_2001,English only_2001,French only_2001,Allophone _2001,Average gross rent ($)_2001,Average value dwelling ($)_2001,English and French_2001,English and non-official language(s)_2001,French and non-official language(s)_2001,"English, French, and non-official language(s)_2001",Employed_2001,Unemployed_2001,Population 0 to 9_2001,Population 10 to 19_2001,Population 20 to 29_2001,Population 30 to 39_2001,Population 40 to 49_2001,Population 50 to 59_2001,Population 60 plus_2001,No certificate or diploma_2001,Regular maintenance_2001,Public transit_2001,Walked_2001,Bicycle_2001,Transportation other methods_2001,Transportation vehicle driver_2001,Transportation vehicle non-driver_2001,Bachelors degree or higher_2001
4620431.0,2.2097,5466,2459,2375,2620,2845,0.4,1530,435,370,965,4455,5040,560,400,415,145,1105,4355,415,4025,1375,55,1070,215,1185,1190,49578,675,650,265,815,190,305,975,75,0,0,270,0,2460,1615,1220,693,208515,75,60,30,0,2610,145,130115150145,160140175180,190175140145,140155215200,210215230225,210220155190,1251301251651101609014555852060,520290425,1435665,305295,4565,450,00002025,875600,2590,1145
4620432.0,1.3071,3267,1258,1235,1535,1735,0.7,735,230,205,185,2955,3100,120,65,95,20,215,2970,80,2575,590,25,720,140,1120,110,61998,300,490,170,50,0,0,1125,30,0,0,130,0,1465,1165,430,651,158933,95,10,15,10,1685,45,1008095105,909595100,75755555,110105110140,135135110150,14513595115,808560907070458545552550,220140240,655455,135205,3520,150,000000,615480,035,770
4620433.0,15.4188,3524,1381,1360,1745,1785,-0.9,915,260,170,505,2970,3390,400,105,400,0,420,3100,125,2940,570,10,710,160,1020,340,52101,490,470,270,230,0,20,990,95,0,5,85,0,1880,1085,420,569,124042,115,15,0,0,1755,95,12085115110,125115115115,959590100,100130165155,160175145145,11012011595,808555656575556030401520,470235165,765520,95260,4020,150,000000,695485,3045,345
4620440.0,0.1803,0,58,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,xxxx,xxxx,xxxx,xxxx,xxxx,xxxx,xxxxxxxxxxxx,xxx,xx,xx,xx,xx,xxxxxx,xx,xx,x
4620450.0,3.7652,7082,3131,3045,3260,3825,-0.9,1685,505,655,845,6005,6645,560,285,490,70,320,6590,270,5665,1185,60,1480,260,2015,1030,59002,575,925,400,365,670,125,1745,80,0,5,340,0,3870,2095,755,760,207711,145,20,20,0,3130,170,175140230180,185185185190,160160110110,145175245285,245275255285,265310225245,1802151701951702551452609019565175,405320515,1835875,250250,4555,350,00150015,1085920,5060,2050
4620451.0,3.325,6559,2531,2475,3140,3420,2.3,1585,430,370,740,5710,6305,510,230,450,55,625,5895,220,5355,1125,45,1340,275,1975,505,60561,570,940,445,160,190,385,1655,90,0,0,230,0,4025,1500,805,614,130632,130,30,15,20,3255,180,205180230250,250235245215,145145145110,205240260320,330340290300,210260170145,1101201101308011075150451003565,310330510,1465785,240435,3560,150,000000,1190890,55105,1370
4620452.0,3.1703,6292,2749,2665,2960,3330,-1.7,1640,435,450,735,5480,6010,470,270,410,60,830,5455,275,4925,1290,65,1240,195,1335,1330,54100,640,910,340,410,680,355,1180,40,0,5,155,0,3760,1365,1005,858,162252,70,50,30,0,3115,290,160145205190,220200215230,210195145150,155175235260,245280225290,230245175185,135130110155105135801405512535105,410315440,1745765,220260,7060,3520,0000010,1125915,85115,1500
4620453.01,1.9808,5309,1851,1835,2565,2740,0.2,1185,275,220,360,4890,5120,290,75,225,65,505,4795,180,4400,880,20,1200,150,1620,210,65609,515,905,285,210,0,190,1425,10,0,0,150,0,3155,1070,920,744,140513,110,35,10,10,2630,145,170160200195,215210180210,1601359095,125160195250,255260215240,215215150130,951009010080907510535502025,385205330,1025670,120205,4580,2010,0000010,1060790,2595,1000
4620453.02,6.6348,4044,1394,1375,1945,2095,26.9,900,275,125,640,3345,3770,395,245,345,55,1125,2915,265,2760,1235,45,855,130,1175,195,68190,415,585,235,115,0,135,510,610,0,0,45,0,1660,940,1295,712,146397,40,75,10,20,2235,100,165145160165,165165145135,1151158595,140155220250,210230185215,1301258085,706535554045153551005,295180225,980345,90220,1540,100,01010000,910695,1090,780
4620460.0,3.5794,5302,1849,1815,2600,2700,-2.1,1065,250,205,210,4975,4995,160,40,135,30,480,4780,260,4025,1150,85,1335,120,1755,60,90678,270,770,170,20,0,35,1740,20,0,0,110,0,2500,1660,945,1262,256549,125,20,10,0,2495,170,165150195185,205170180200,1351457570,115120175210,205230205240,210240200195,1701501451209095808535551545,210110420,1155545,190175,4050,150,0010000,935670,3570,1780
4620461.0,1.8501,2929,1046,1030,1435,1490,-0.2,575,135,125,165,2690,2785,125,35,125,0,140,2760,115,2340,560,0,665,105,985,40,82408,240,415,135,0,0,0,1025,0,0,0,95,0,1645,795,395,883,219019,65,0,0,0,1360,50,9590120125,1051009580,60654040,7585120120,120130120125,1251108590,557075605560456530351530,155100185,565365,75100,030,100,00100010,545325,1555,830
4620462.01,2.3699,5265,1902,1880,2560,2705,-1.8,1155,260,190,595,4575,4840,405,190,270,140,450,4780,390,4015,1100,120,1230,140,1535,345,78243,365,735,225,200,5,240,1395,40,0,0,105,0,2910,1310,915,1003,192303,75,10,10,15,2760,110,160145190190,210205190180,16514090105,125150210255,210230200215,200220185195,125115105125100105506530401025,185165405,1175595,185215,3050,100,00150010,1025755,35110,1575
4620462.02,3.2098,5814,1869,1825,2825,2990,2,1135,225,145,465,5270,5485,320,145,245,75,480,5325,315,4680,975,145,1370,85,1530,295,104723,370,680,235,105,0,205,1505,10,0,0,50,0,3555,1230,895,890,271494,50,45,10,25,2855,120,190230275265,260275220215,1651758580,105165240280,270295250280,235235200180,1309580755570404520201010,110170365,1225550,175110,1510,100,00150010,1185880,40140,1905
4620470.01,3.5939,7098,2560,2530,3345,3750,3.6,1515,415,375,720,6325,6760,585,140,520,65,910,6185,335,5250,1735,110,1650,155,2130,400,73490,535,1030,340,10,300,430,1715,60,0,0,120,0,3225,1625,1960,834,188553,175,45,50,15,3710,195,195220255215,250250255275,225225120145,165210255275,295325230330,335355225235,190165125125901206510545953575,340350585,1670735,180255,2045,150,00001010,14301230,55140,1805
4620470.03,2.392,4950,1428,1395,2505,2445,33.1,885,155,65,790,4075,4800,565,225,500,60,620,4330,150,3955,970,30,1165,115,1385,10,110554,305,600,215,0,0,0,1385,5,0,0,30,0,1970,1620,1260,0,246023,65,30,0,0,2475,130,195205290250,265250220180,1201106050,135170250310,305325245235,18514510575,45403535203020255500,130210300,1050305,10570,00,00,0000010,1145770,5085,1280
4620470.04,1.5497,3912,1165,1160,1955,1955,-3.4,865,135,100,390,3475,3700,305,90,290,15,790,3120,215,2835,1080,0,915,70,1105,55,78694,345,545,210,0,0,0,1160,0,0,0,45,0,1615,930,1185,990,169242,70,60,0,55,2065,135,125115155150,185170180165,1401108070,100120150160,175225190205,19017511090,75705540253015251020010,180195230,650460,115105,1525,00,0000100,940665,3095,795
4620470.05,2.1114,4474,1263,1250,2200,2275,10.2,975,110,100,235,4200,4295,120,115,110,10,1190,3280,175,3010,1445,10,1095,60,1220,30,101153,250,645,210,0,0,0,1255,0,0,0,65,0,1775,890,1670,870,258438,10,95,20,10,2290,120,125115195185,205260210210,1751506580,75100160200,230270210230,210180160115,856050402540302551055,155135260,985205,95125,2015,1010,0000025,995660,7085,1180
4620480.0,6.0281,3813,1365,1325,1870,1945,1,725,180,130,400,3350,3520,310,85,250,65,230,3575,285,2845,855,105,975,115,1235,95,90169,170,540,205,45,0,35,1240,10,0,0,145,0,2010,965,715,1468,272051,75,15,20,0,1855,130,115105140130,140135140115,90904065,6090130155,140165155180,155145145140,115120105858585705535351530,150105310,680500,10065,3030,1510,00150010,735490,2055,1265
4620490.0,0.7131,2471,1360,1245,1125,1345,7.8,970,235,180,520,1925,2245,305,210,230,80,260,2205,210,2030,360,70,340,155,370,875,33797,215,320,125,560,75,70,235,130,0,15,165,0,785,1265,345,588,149885,35,10,15,0,1190,90,45655060,454585100,100115115115,959510095,75807590,65807055,505535654575357020451535,250170145,650430,12080,75135,1515,00100010,325270,060,540
4620491.0,9.8678,2591,703,685,1555,1035,7.6,430,165,195,105,1910,1945,90,15,75,15,205,1840,100,1740,275,30,445,105,605,80,79823,150,345,60,20,0,10,620,25,0,0,15,0,890,790,315,583,170565,20,20,0,10,1115,50,125105115120,75703545,30204050,95150170145,1251258555,55452525,20151515405190101901012510,8545125,555120,2045,3515,1515,000000,480360,3045,520
4620500.0,7.4843,970,371,360,480,485,7.1,240,60,40,50,915,925,30,20,30,0,20,945,45,830,140,0,255,20,335,30,95347,80,115,25,0,0,0,345,5,0,0,35,0,445,435,75,838,343091,10,0,0,0,550,10,20253030,25304025,35302020,25202030,35304060,40455040,353025202025151555510,605045,215115,4025,1525,00,0000010,200160,1010,315
4620511.0,2.9595,9288,3470,3365,4450,4840,4.2,2790,635,300,1765,7245,8350,1060,705,950,105,3385,5740,770,5790,3205,130,1565,415,1825,1545,42238,825,1255,595,1585,110,510,1040,110,0,5,260,0,2165,3600,3000,574,128089,25,165,160,10,4110,475,375340365385,335345350325,315340300305,305350375375,380425290350,275305230230,1901801351901201407511535601065,745550465,2115995,430485,2560,1015,0000010,15001175,45150,1295
4620512.02,1.4527,4244,1689,1655,2055,2190,-1.3,1055,295,245,380,3735,3990,210,170,175,30,915,3275,205,2895,1295,0,920,130,1315,340,58428,485,530,285,65,495,10,1045,40,0,0,80,0,1535,1400,1070,730,145332,45,115,20,20,2305,110,10095105110,140140170160,1251408595,110105185155,170190160190,185180145135,10012510510580115558525351530,320240445,1035540,270205,1515,00,000000,830710,7075,770
4620512.03,0.6838,1302,863,845,540,760,-0.2,440,245,155,175,1115,1220,115,55,65,55,115,1185,80,1035,220,50,155,90,335,515,36984,195,200,140,585,265,0,0,0,0,0,35,0,420,635,230,614,83463,15,0,0,10,615,60,15151515,15151525,20355040,50406045,30504055,40703060,40553060458035501540510,1508560,705100,6075,1020,00,000000,175240,020,260
4620512.04,1.765,6323,2341,2300,3115,3205,-1.2,1725,430,230,660,5560,5905,335,325,275,55,1650,4630,370,4370,1875,30,1235,235,1590,705,49452,870,925,510,765,5,70,1345,95,0,0,180,0,2430,2105,1575,600,119169,95,25,15,25,3135,255,195170240255,245230260215,195200185190,180220265260,280285250280,215220150180,1451501251259511545753030520,415455360,1305810,235390,1055,1010,0000100,1210865,50110,735
4620513.01,1.106,4362,1520,1500,2110,2255,5.5,1120,275,170,420,3865,4095,270,150,245,30,1625,2710,245,2790,1535,15,880,110,1040,465,46724,530,590,310,450,0,170,625,250,0,5,75,0,1540,1315,1375,532,125165,15,45,30,15,2275,110,130120175170,170160160160,150145115125,105130175175,195215155155,155165110110,70120951158095405020301015,320255235,920510,150290,2540,00,0010000,920565,25135,655
4620513.02,1.234,4276,1774,1715,2035,2235,5.6,1050,375,260,685,3525,3800,435,255,265,170,1525,2730,450,2535,1635,90,800,115,700,1015,38741,540,590,355,845,185,40,620,20,0,0,135,0,1590,1060,1375,552,137333,115,65,45,0,1975,160,155115170160,130150130120,150150130125,140160175195,170155155140,140150115135,7513090955095356515451050,385175225,1085500,210270,1575,250,0010000,705470,1055,555
4620514.01,1.9648,5506,2021,1990,2575,2930,-1.2,1325,385,270,740,4660,5215,345,395,330,15,825,4620,230,4125,1295,30,1145,165,1610,380,56222,640,765,410,445,0,25,1305,95,0,0,110,0,2585,1625,1120,616,124891,55,40,10,10,2770,175,145160190195,195225195200,160170115135,160190235220,225275210235,190205165165,1001259513090120659530451545,350385280,1215670,135215,2025,00,000000,1095880,55105,880
4620514.02,1.8903,5871,2002,1975,2870,3005,7,1380,325,165,775,5015,5450,405,370,370,35,1345,4505,395,4445,1370,30,1230,210,1535,435,62090,630,855,440,360,0,85,1375,105,0,5,120,0,2165,2075,1470,633,141094,45,65,20,10,3055,95,230245270260,235195195210,175170155165,230285320325,235265210225,190185135135,951058095707030351025510,355275350,1285565,220255,3055,200,000000,1210880,40130,815
4620515.01,9.093,3134,1047,1025,1470,1665,19.7,810,175,130,235,2690,2895,155,80,150,10,445,2500,55,2420,525,0,615,120,760,265,61886,340,340,150,115,55,40,740,65,0,0,50,0,785,1465,605,623,174383,45,20,10,25,1550,75,130120145140,901157075,50556090,145155185230,19515010585,75655560,355530452545254020501570,210155175,765210,2570,2510,100,0000010,705520,1575,525
4620515.02,0.9514,3462,1248,1235,1700,1760,8.5,865,210,70,465,2880,3250,305,160,270,35,645,2755,155,2645,730,30,630,195,775,460,64848,280,535,200,415,30,220,525,45,0,0,45,0,1195,1320,830,672,160191,10,15,30,0,1905,90,165160170185,1501058070,9090135140,165190230245,195200115120,60755550,3040202515251515510525,135160170,915275,100115,1030,150,0000100,775625,5055,730
4620515.03,0.9372,3480,1228,1215,1685,1790,-2.4,830,190,70,285,3140,3330,185,110,170,10,565,2915,150,2750,730,0,765,140,1035,180,62027,315,520,245,165,0,85,935,20,0,0,45,0,1515,1235,675,616,132988,25,10,10,0,1865,100,120125135150,145150120115,1001008090,110125175205,195205160155,1051057575,6570554530352020510010,335155230,875295,70140,1020,00,000000,760580,5595,565
4620515.04,0.8377,3715,1301,1280,1825,1890,2.7,1000,210,100,290,3350,3565,225,70,210,15,960,2740,130,2760,935,10,705,175,875,405,60377,385,460,290,340,0,145,725,60,0,5,85,0,1190,1470,825,587,141815,125,35,25,20,2010,140,145150145170,155145130110,13012095120,165160175190,195215140140,85908080,6070506535251020515100,230120205,785410,95220,025,100,0010000,785660,3050,695
4620520.02,1.7106,7282,2404,2375,3560,3720,-0.2,1885,435,270,735,6440,6750,375,360,330,40,2885,4390,520,4145,3115,15,1485,200,1730,650,54989,745,905,560,520,0,780,945,95,0,0,200,0,2625,1420,2885,679,118351,115,125,85,20,3545,295,205185290270,280305290245,275250225225,225225255295,275320265300,265275180245,190185155145105110606525501020,550355560,1380800,270535,3040,100,0100000,1375850,80140,1200
4620520.03,1.4997,4004,1338,1295,1990,2015,1.2,1125,195,110,535,3460,3555,235,300,165,70,1995,2005,450,2085,1880,40,805,55,860,435,46358,370,480,265,410,0,275,605,10,0,0,100,0,1245,865,1750,551,153183,20,80,40,10,1930,235,110105125135,170180180165,20518512595,110125135125,150200190200,16517011095,7580606030403025015515,330225280,780415,170215,8010,250,000000,735500,7060,565
4620520.04,1.0701,4612,1757,1730,2260,2350,-2.5,1305,355,175,540,4005,4265,365,170,330,35,1665,2945,345,2520,2065,20,915,140,870,860,48539,405,670,320,630,0,675,400,25,0,0,155,0,1795,875,1755,672,124539,25,95,60,10,2420,260,130105140130,175140175175,170160160140,140165165175,185215200200,145205150155,120110801006080455015251020,395340385,1095480,175260,2570,2010,000000,940640,6095,705
4620521.01,0.8401,4643,1620,1605,2195,2445,-2.8,1295,460,145,645,3940,4365,335,310,295,40,1205,3425,270,2940,1680,15,810,165,1080,520,50907,340,665,355,220,95,820,355,85,0,0,235,0,2215,700,1535,728,114549,50,85,45,0,2445,145,120125185165,195190225195,170190135130,120140170200,175225165220,185210130160,951156570355015351510515,415235345,835530,155275,4035,1510,000000,910690,90115,770
4620521.04,1.3943,5239,1715,1710,2600,2635,-2.4,1250,180,180,345,4830,5050,215,135,205,0,445,4775,175,3985,1210,25,1245,65,1370,340,74407,450,660,215,145,115,25,1415,10,0,0,155,0,3150,980,995,664,176097,10,40,50,0,2790,145,150145195180,195200245205,195195135130,140155170175,210220215230,210230190170,10512595907590556520351020,215240360,940615,145155,2015,00,10000010,1155910,4075,1420
4620521.05,1.3689,3782,1080,1040,1895,1890,37.2,670,80,95,510,3230,3680,305,205,300,0,540,3245,100,2775,990,15,915,20,925,110,88769,210,425,165,30,85,0,920,0,0,0,25,0,2145,515,920,659,284039,80,40,80,0,1825,100,165130215210,210195165145,1151056570,85140170225,200195170145,1351107055,30403040254015301015510,170150220,850160,45110,010,00,0000015,845565,2560,965
4620521.06,2.171,4060,1209,1190,1985,2075,0.6,940,110,80,290,3700,3895,150,140,145,10,700,3330,140,2920,1095,20,1005,45,1145,45,79915,305,520,150,20,75,10,1075,15,0,0,55,0,2315,605,995,889,222853,35,45,25,10,2130,110,105110155150,170170195200,1551608585,75100120165,160185185205,190195150130,85806045454030251015510,130165325,720410,6095,1515,00,00150015,945700,2060,1090
4620521.07,2.0715,4554,1228,1210,2250,2305,3.1,1045,160,305,530,3730,4170,265,265,220,45,930,3355,125,2780,1450,60,1010,60,1100,115,72815,340,580,205,0,0,60,1070,75,0,0,55,0,1955,835,1430,871,217978,20,30,15,10,2125,90,14095180155,180185205190,18513510595,105140165180,185195160200,165170130115,10090756060654055355540130,275230335,825335,80100,1040,010,00100010,885660,7060,880
4620522.01,1.2447,3945,1337,1315,1935,2010,-4.3,955,180,140,315,3610,3730,170,145,155,15,795,3145,210,2660,1225,55,925,75,1055,265,67422,345,570,205,35,175,0,1115,0,0,0,125,0,1605,920,1320,756,162303,30,40,20,0,2020,155,85105120110,145145175150,140130110110,75100150145,155155135180,170180140155,11512095857065354015201015,260235250,730470,120135,2540,010,000000,785615,20115,875
4620522.02,1.0749,3539,1250,1235,1720,1820,-4.5,895,180,135,180,3330,3375,120,60,95,30,645,2885,155,2445,1040,50,845,55,965,270,63897,330,480,265,180,110,40,885,25,0,0,45,0,1480,930,1010,656,153145,35,45,20,10,2000,100,758095105,115115155130,14513510075,70100135140,125150145190,170175125135,959060654555253515301515,280140235,840355,95140,2515,100,000000,790705,1570,750
4620523.0,0.7617,2546,812,800,1295,1255,-4.1,595,70,85,110,2400,2440,80,30,80,0,615,1920,100,1715,820,0,585,45,780,30,71244,295,325,120,0,0,0,795,10,0,0,30,0,1340,470,590,831,149807,50,65,0,20,1295,115,857010085,959511590,105805045,65709580,9511590125,1151158065,7060455550602525151555,115145195,435345,125130,010,150,000000,485360,1030,560
4620530.0,2.1974,5642,2024,1995,2780,2860,-2.5,1460,370,270,515,5065,5370,300,210,295,10,935,4685,255,4255,1320,45,1190,210,1690,310,58881,585,735,515,80,0,135,1550,65,0,10,290,0,1710,2680,1060,601,123009,75,40,20,40,2755,155,145120195180,205195225210,215170110110,125145205215,235255220260,240235155145,1201351151351251359511040502035,405330355,1045655,210395,5540,100,0100000,1000755,3075,895
4620540.0,0.8535,3278,1537,1485,1570,1710,-1.8,1245,370,210,690,2430,3060,470,225,430,40,375,2775,90,2640,510,0,380,225,465,1020,34427,470,400,165,935,0,10,310,10,35,15,135,0,595,1975,520,530,135279,65,0,0,0,1650,175,958511575,909090105,120135160145,115135150135,115145120130,901107060,558045655570405520402560,425225180,955390,110190,3590,00,000000,570470,5070,300
4620550.02,13.3817,2933,1075,1055,1470,1460,4.2,850,215,115,270,2630,2800,190,75,135,55,115,2800,120,2475,385,55,540,190,885,170,55215,335,385,240,40,0,5,800,5,90,0,90,0,430,2055,415,589,212153,20,0,0,0,1585,85,7565105125,115115120115,90806050,75105120125,145150150140,12511510080,60605045404525401510515,260115185,615355,7030,010,1010,00010100,695495,4045,330
4620550.03,5.0875,5907,1918,1885,2920,2985,10.5,1360,355,250,560,5090,5605,385,170,380,10,230,5505,125,5155,575,10,1170,325,1650,240,83792,615,860,265,100,0,50,1685,35,0,0,65,0,965,4225,465,705,170055,55,10,15,0,3045,160,225195305260,260245230190,1351008590,185220280320,370330255290,210200115110,858555554060406015651595,255195290,1310510,150120,3010,150,100100010,12951070,4075,1110
4620550.04,4.3438,5021,1735,1715,2505,2515,3,1405,330,135,375,4565,4855,265,105,265,0,290,4710,140,4365,635,0,980,260,1430,290,69762,540,795,270,265,0,130,1110,160,0,5,40,0,970,3320,620,595,166305,70,0,15,0,2790,110,140115200195,240205225225,170140115120,145175210215,235295265270,210195150130,808555453035202015201025,345330260,1135535,85150,9065,2010,010100010,1145915,8075,735
4620570.0,12.487,3547,1555,1495,1835,1715,0.7,1370,375,235,540,2825,3360,265,275,255,10,45,3360,50,3290,105,10,435,250,610,890,38142,510,300,360,725,0,55,440,45,0,30,145,0,180,3095,115,509,100670,20,0,0,0,1605,140,907510585,1359013085,120120130110,120120160120,175170155140,12013010090,80808085608045802535515,55020545,845505,140220,8560,1510,000000,560405,2035,150
4620580.01,1.2205,4266,1755,1720,2065,2200,5.9,1475,460,235,510,3540,4040,125,385,125,0,115,3970,45,3965,125,0,595,370,980,740,41239,615,420,425,700,75,50,425,290,0,0,80,0,140,3825,100,497,109910,30,0,0,0,2170,90,120105155135,125115125125,145120130125,140150185200,195220185205,145180115125,7510080707590456015401535,510185180,1230410,215305,025,100,0000100,855585,3575,265
4620580.02,0.7776,1857,818,805,900,960,71.2,660,240,55,260,1570,1840,95,160,95,0,70,1775,0,1775,70,0,275,230,735,70,56238,350,310,185,330,5,325,95,15,0,0,10,0,65,1725,35,658,88251,20,0,0,0,1190,40,60606060,35354545,40455565,100100105110,10010590115,80955040,4040252010201050000,21511575,69590,65155,00,00,000000,505390,045,90
4620580.03,1.0826,4317,1544,1525,2120,2200,-0.8,1340,350,205,300,3770,4105,55,245,55,0,40,4080,20,4020,100,0,720,340,1090,435,63855,675,500,390,295,0,210,765,140,0,5,50,0,90,3960,60,574,126515,15,0,0,0,2275,130,100105155145,185155150135,12511510090,105120210225,210245210220,165155130110,908570805580354015401540,400215125,990485,150365,150,00,0010000,980620,2065,415
4620581.01,1.3127,5793,1991,1965,2785,3005,-4,1885,510,265,520,5030,5500,150,365,145,10,730,4845,75,5100,480,0,920,360,1400,565,50854,850,600,535,605,0,575,500,180,0,0,115,0,95,5085,315,476,101786,30,0,45,0,2810,210,120125190205,260235240265,190165130105,135145210255,295305280280,210220155185,145130851157510030752550560,545305160,1230625,255500,3555,1010,0000010,1085605,15130,315
4620581.02,0.6809,3860,1558,1510,1835,2025,0.6,1310,360,115,390,3440,3760,105,290,105,10,575,3280,100,3445,415,0,575,235,810,700,46920,455,380,335,695,105,125,340,215,0,0,105,0,90,3290,445,446,107188,15,0,20,0,1945,150,95105135165,155160145160,125135100105,120105150175,195220150175,130155115125,958550605045152501005,550205155,975425,175315,6035,1015,000000,730465,2550,265
4620582.01,1.1782,6948,3069,2970,3170,3780,-2.8,2320,745,480,705,5970,6665,270,440,235,30,100,6620,60,6560,150,10,1035,550,1390,1580,42114,1115,905,605,1440,465,0,710,205,0,0,140,0,235,6340,80,540,101588,45,0,15,10,3555,225,145130200205,215205230220,220255185200,155185215280,330400280335,295290180260,145175125160951908014035903065,725345195,2120715,345560,50115,150,101000015,1225940,50160,445
4620582.02,1.2589,6288,2583,2550,3060,3230,-1,2145,595,300,810,5335,6125,260,550,245,15,345,5840,60,5810,350,25,1005,460,1335,1220,41845,985,610,595,725,510,340,755,165,0,10,115,0,165,5600,305,530,101876,30,0,95,0,2925,200,145130200200,215185190245,235195160160,170165230260,270305265285,225240230225,17518014517512013560752045515,745360170,1695740,260470,8565,3020,0015000,1055655,35115,390
4620583.0,0.7515,3413,1335,1300,1625,1785,-0.9,1220,285,185,505,2745,3265,135,365,135,0,180,3085,10,3070,195,10,550,235,790,510,40346,520,360,215,385,45,160,385,130,0,0,85,0,90,3030,120,557,104507,25,0,0,0,1515,135,6565100105,110105110115,901156565,9580130115,180175140135,115125110120,85110100125759045701545535,445130125,825395,125175,1070,1025,0000100,565330,6055,155
4620584.0,1.6371,7436,3262,3155,3555,3880,0.7,2595,790,515,1135,6020,7090,300,840,295,10,315,6900,120,6785,415,10,990,580,1390,1760,36046,1220,675,640,1815,150,140,465,290,0,10,295,0,130,6720,245,508,106049,75,10,30,10,3350,275,205215205255,235220195210,245220195240,275245305290,310315315305,245275225220,1802101601901401908013030951555,995310205,1890970,295525,110105,350,000000,1205790,70130,285
4620585.01,3.3653,1675,647,635,815,855,15.5,580,160,40,125,1535,1660,20,100,25,0,75,1600,10,1580,95,0,275,195,535,100,59202,280,215,160,100,0,265,190,50,0,0,50,0,15,1595,50,499,117613,10,0,10,0,960,100,40557060,50456040,55503040,607590100,1001208590,65604540,20251520101510100005,1809065,445145,80130,010,00,0100000,360250,3535,140
4620585.02,5.5763,3665,1594,1535,1725,1940,0.6,935,320,460,315,3165,3440,115,200,115,0,110,3395,60,3335,165,0,660,235,765,765,41930,620,310,310,505,330,40,425,200,0,10,30,0,125,3160,190,613,112648,30,0,0,0,1540,110,606011095,1051159580,70605055,8095140115,165180145145,1401109095,751059515513017510013055903575,435160115,1190310,100160,2010,100,000000,670415,3555,270
4620590.01,1.4188,5303,2228,2170,2495,2810,1.3,1885,515,310,880,4225,4950,385,500,375,10,840,4295,185,4350,765,20,710,405,930,1240,42082,655,670,385,1460,80,280,190,120,0,5,150,0,85,4285,645,587,136711,40,10,55,15,2700,210,150175185155,190150175165,160170175180,160220235235,240280195230,180195140155,110105851155075308515551555,425305205,1430585,350445,5540,1010,1000000,820700,60100,575
4620590.02,0.2918,3076,1409,1375,1445,1630,1.5,1260,305,160,535,2500,2975,230,310,215,15,490,2575,95,2620,430,20,345,250,370,1005,31311,415,265,245,1070,0,5,135,45,5,0,120,0,70,2530,405,540,118071,10,0,55,0,1620,140,90909580,95809095,150160110135,110105125120,11014095140,8011010585,60955560456020401515515,47016060,835420,235385,1055,00,000000,485310,4545,220
4620591.01,0.4862,2549,1096,1055,1215,1335,-3.4,830,220,150,400,2135,2500,205,195,205,0,285,2265,50,2135,410,0,460,155,595,465,54939,340,280,225,750,0,0,285,10,0,5,60,0,100,2070,355,567,155610,0,10,20,0,1255,100,45408550,75656585,85805565,757090110,110125110105,1001007590,75905585657040651025510,235125215,715280,125260,025,00,0000010,495275,1035,355
4620591.02,0.6827,3965,1676,1640,1910,2055,2,1115,285,305,455,3335,3655,190,265,180,10,525,3305,175,3140,675,15,735,200,780,855,48882,525,460,290,1130,5,0,495,5,0,5,110,0,165,2795,795,536,167705,30,10,20,15,1805,150,105100135105,115908095,125110100115,135120155145,160150130155,125155130120,105125951201001207510030551575,370165215,1045485,210220,1515,100,1000000,690460,3560,595
4620592.0,0.9761,6821,3128,3060,3145,3675,0.7,2080,665,500,1230,5515,6395,545,680,500,45,1105,5710,420,5415,1355,55,1130,405,990,2070,38254,905,900,605,2375,200,185,215,70,0,0,225,0,410,5060,1250,569,158771,20,10,50,20,3235,320,180170190195,180160180185,210220215225,230250285275,235270215270,220225170245,1602051802801652058015535801550,685360455,2095740,435610,5095,2510,000000,1010735,5570,795
4620593.0,1.5047,6739,3552,3440,3060,3685,7.8,1990,720,640,1110,5570,6520,550,565,550,0,680,6050,210,5745,985,10,1265,430,1455,1990,38940,1185,785,550,1715,1285,330,5,105,0,0,150,0,180,5285,1115,619,132350,20,70,50,10,3160,240,90105120125,110105130120,160185210210,175175205200,220240215280,235320235320,245320250285215305155225701101550,825320355,2675615,345640,4085,150,001001510,990695,3595,780
