GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA16_5051: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_5078: University certificate, diploma or degree at bachelor level or above","v_CA16_5123: University certificate, diploma or degree at bachelor level or above"
4620603.03,CT,Montréal,0.3558,3532,1388,1276,2790,1870,410,395
4620604.01,CT,Montréal,0.9331,3241,1187,1138,2795,1630,600,530
4620604.02,CT,Montréal,0.34081,4501,1802,1752,3440,2300,520,460
4620604.03,CT,Montréal,0.49523,3040,1284,1207,2495,1585,400,350
4620604.04,CT,Montréal,0.76002,3468,1381,1338,2725,1725,405,380
4620604.05,CT,Montréal,0.58985,5229,1921,1865,3890,2670,870,790
4620605.01,CT,Montréal,1.35067,3491,1659,1585,2910,1735,345,300
4620605.02,CT,Montréal,0.57806,1998,748,729,1735,930,495,390
4620605.03,CT,Montréal,1.03068,5911,2491,2355,4575,3010,715,615
4620605.04,CT,Montréal,1.58368,4907,1985,1915,3845,2510,625,575
4620605.05,CT,Montréal,0.57434,2172,882,848,1825,1130,360,335
4620610.01,CT,Montréal,0.93398,4536,2086,1963,3665,2490,310,295
4620610.02,CT,Montréal,0.4617,4558,1885,1764,3655,2280,340,295
4620610.03,CT,Montréal,0.7856,5297,2306,2198,4200,2200,615,420
4620610.04,CT,Montréal,0.19457,3632,1859,1610,2885,2035,170,160
4620610.05,CT,Montréal,0.38506,4406,2193,1919,3305,2390,230,220
4620610.06,CT,Montréal,0.34292,2792,1163,1069,2260,1430,205,175
4620610.07,CT,Montréal,0.55037,4301,1718,1621,2690,1455,220,140
4620611.01,CT,Montréal,0.71187,2822,1232,1134,2270,1435,160,140
4620611.02,CT,Montréal,0.56452,5541,2357,2183,4415,2870,580,500
4620612.00,CT,Montréal,0.74662,4641,1989,1859,3750,2480,465,420
4620613.00,CT,Montréal,0.99059,7398,3165,2884,5760,3800,700,635
4620614.00,CT,Montréal,0.44457,3446,1770,1579,2835,1835,395,335
4620615.00,CT,Montréal,0.55997,5584,2383,2193,4255,2835,515,460
4620616.00,CT,Montréal,0.75481,6609,2801,2586,5055,3400,545,500
4620617.01,CT,Montréal,0.90464,5460,2259,2153,4435,2730,630,530
4620617.02,CT,Montréal,0.65735,3926,1712,1632,3180,2100,430,350
4620618.00,CT,Montréal,0.50336,3479,1710,1628,2825,1825,385,315
4620619.00,CT,Montréal,0.57219,5806,3287,3063,4550,2350,845,665
4620625.01,CT,Laval,5.12684,6083,2204,2133,4970,3425,550,460
4620625.02,CT,Laval,1.99729,7541,2584,2549,5930,4140,750,675
4620626.00,CT,Laval,10.58999,7174,2603,2521,5650,3940,1225,1110
4620627.00,CT,Laval,5.13769,6850,2987,2735,4975,2975,675,570
4620628.01,CT,Laval,1.76406,4724,2022,1944,3890,2450,865,675
4620628.02,CT,Laval,0.8167,3753,1614,1580,3100,1995,670,520
4620629.00,CT,Laval,1.18674,3432,1369,1333,2895,1720,690,570
4620630.01,CT,Laval,1.20607,3697,1324,1305,3140,1835,955,705
4620630.02,CT,Laval,2.21032,5186,1931,1918,4275,2285,1615,1150
4620631.00,CT,Laval,25.02026,7772,2600,2535,6195,4410,1685,1535
4620632.01,CT,Laval,1.51822,4964,2032,1992,4185,2535,785,645
4620632.02,CT,Laval,1.99435,4807,1939,1890,4050,2670,715,605
4620632.03,CT,Laval,4.20553,5970,1854,1831,3985,2520,885,730
4620632.04,CT,Laval,1.89817,7175,3075,3012,6175,4180,1215,1045
4620633.00,CT,Laval,1.63318,5236,2070,2043,4165,2415,1280,980
4620634.00,CT,Laval,0.81788,2979,1296,1256,2485,1630,710,545
4620635.00,CT,Laval,1.03845,5517,2279,2130,3885,2495,605,450
4620636.00,CT,Laval,2.23201,7262,3191,3045,5845,3980,885,760
4620637.01,CT,Laval,1.58885,4988,1921,1889,4205,2600,740,615
4620637.02,CT,Laval,1.41587,4214,2173,2120,3605,2655,535,495
4620638.01,CT,Laval,0.91687,5511,2592,2541,4755,3070,890,745
4620638.02,CT,Laval,0.44895,2104,878,848,1835,1155,445,325
4620638.03,CT,Laval,0.67814,4312,1903,1820,3465,2260,550,475
4620638.04,CT,Laval,0.82282,6331,3168,3003,5265,3680,900,770
4620639.00,CT,Laval,1.33662,4135,1776,1699,3090,2035,805,655
4620640.00,CT,Laval,0.79685,3958,1812,1713,3250,2055,720,595
4620641.01,CT,Laval,1.35942,8489,3824,3659,6495,4355,1560,1355
4620641.02,CT,Laval,1.28169,3431,1608,1547,2900,1965,1115,950
4620642.00,CT,Laval,9.6312,7369,3142,3041,6040,3855,1230,960
4620643.01,CT,Laval,3.17468,5540,1923,1872,4220,3125,1460,1365
4620643.02,CT,Laval,3.65319,6778,3772,3570,5685,3285,1525,1240
4620643.03,CT,Laval,1.54988,5563,2538,2436,4665,3125,775,660
4620644.00,CT,Laval,1.48572,1214,524,499,995,635,255,195
4620645.00,CT,Laval,1.52755,6415,2666,2331,4125,2225,495,405
4620646.01,CT,Laval,0.51922,3618,1589,1443,2880,1860,275,235
4620646.02,CT,Laval,0.62922,3817,1668,1570,3050,1880,590,485
4620646.03,CT,Laval,0.49732,3496,1768,1692,3025,1665,525,385
4620647.01,CT,Laval,0.30392,3001,1980,1881,2950,1075,725,340
4620647.02,CT,Laval,1.61566,7426,3659,3171,5930,3390,1215,875
4620648.00,CT,Laval,1.13207,5229,1949,1871,4340,2620,580,465
4620649.01,CT,Laval,1.46236,2628,1000,960,2265,1415,370,310
4620649.02,CT,Laval,1.29426,5437,2013,1969,4580,2660,645,490
4620650.01,CT,Laval,0.76608,4483,1669,1601,3595,2005,495,390
4620650.02,CT,Laval,0.7289,4080,1571,1453,3455,2120,420,360
4620650.04,CT,Laval,1.78046,6851,2770,2656,5485,4140,1305,1200
4620650.05,CT,Laval,0.8692,4276,1523,1466,3095,2030,590,525
4620651.01,CT,Laval,2.15818,6389,2314,2247,5315,3500,1050,885
4620651.02,CT,Laval,5.07305,7658,2458,2421,5975,4260,1580,1390
4620652.01,CT,Laval,3.00295,8413,2909,2853,6305,4370,1965,1705
4620652.04,CT,Laval,1.2708,4266,1544,1531,3495,2295,735,645
4620652.06,CT,Laval,2.20704,4035,1498,1459,3205,2325,1110,1040
4620652.07,CT,Laval,9.6197,8884,3093,3022,6835,4895,2245,2030
4620652.08,CT,Laval,1.48524,5112,1614,1597,3920,2760,1220,1130
4620652.09,CT,Laval,1.03777,4265,1304,1293,3395,2440,990,890
4620653.00,CT,Laval,0.5863,952,372,361,755,470,355,295
4620654.00,CT,Laval,1.69435,744,284,266,545,290,260,160
4620655.01,CT,Laval,1.45051,4206,1754,1706,3495,2470,455,365
4620655.02,CT,Laval,2.48341,6656,2536,2489,5335,3750,820,770
4620656.01,CT,Laval,6.1505,7171,2518,2472,5370,3660,770,660
4620656.03,CT,Laval,3.79775,3975,1465,1441,3235,2110,470,435
4620656.04,CT,Laval,2.04847,7212,2316,2295,5410,4030,1325,1250
4620657.01,CT,Laval,1.89661,3695,1515,1489,3125,1895,400,345
4620657.02,CT,Laval,1.54047,5805,2156,2143,4790,3100,680,605
4620657.03,CT,Laval,1.78403,4511,1438,1432,3585,2525,615,565
4620658.01,CT,Laval,1.24275,4306,1721,1714,3670,2325,315,290
4620658.02,CT,Laval,0.90572,3173,1218,1206,2675,1700,455,380
4620658.03,CT,Laval,5.67265,8117,3034,2980,6680,4455,1420,1245
4620659.04,CT,Laval,6.0357,4621,1506,1489,3520,2630,1305,1220
4620659.05,CT,Laval,2.3698,7458,2763,2741,6075,4180,1905,1665
4620659.06,CT,Laval,1.76997,4430,1500,1459,2875,1960,525,455
4620659.08,CT,Laval,1.3794,6581,2358,2347,5120,3640,1200,1085
4620659.09,CT,Laval,0.87289,3518,984,977,2465,1900,690,655
4620659.10,CT,Laval,1.08885,3546,1013,1012,2420,1865,845,810
4620659.11,CT,Laval,2.4338,6572,2621,2549,5050,3460,1030,910
4620660.01,CT,Laval,2.00375,5498,1818,1812,4470,3235,1095,990
4620660.02,CT,Laval,1.41152,5503,2187,2133,4580,2905,810,705
4620660.03,CT,Laval,2.07366,7167,2623,2603,5785,3790,1460,1285
4620661.01,CT,Laval,5.67069,9616,3594,3545,7710,5530,1435,1290
4620661.03,CT,Laval,19.31661,4556,1563,1526,3645,2480,725,660
4620661.04,CT,Laval,0.96601,4627,1819,1788,3750,2565,660,590
4620662.00,CT,Laval,28.92449,4939,1923,1857,3860,2565,595,495
4620675.00,CT,Repentigny,3.81686,6009,3356,3195,5410,2505,750,425
4620676.01,CT,Repentigny,1.53994,3542,1413,1382,2980,1795,560,445
4620676.02,CT,Repentigny,1.30662,2843,1136,1127,2335,1360,325,230
4620676.03,CT,Repentigny,1.17033,2407,928,923,2020,1170,230,165
4620676.04,CT,Repentigny,1.68807,3275,1182,1172,2680,1625,420,280
4620677.01,CT,Repentigny,2.27076,6141,2590,2548,5040,3055,565,420
4620677.02,CT,Repentigny,2.18311,5224,2641,2590,4560,2595,340,255
4620677.05,CT,Repentigny,2.08975,4864,1638,1616,3865,2695,1015,840
4620677.06,CT,Repentigny,2.82416,8429,2761,2740,6230,4595,1570,1435
4620677.07,CT,Repentigny,1.01023,3927,1625,1612,3175,2220,380,300
4620677.08,CT,Repentigny,2.49626,7440,2794,2763,6080,4245,930,805
4620677.09,CT,Repentigny,1.26013,4275,1651,1637,3590,2440,570,455
4620677.10,CT,Repentigny,1.37425,4496,1753,1713,3610,2250,620,500
4620681.00,CT,Saint-Sulpice,36.39451,3439,1494,1435,2870,1990,230,175
4620682.02,CT,Repentigny,12.11357,2506,1104,1077,2050,1260,195,145
4620682.03,CT,Repentigny,21.49606,7686,3073,3029,6145,4315,845,780
4620682.04,CT,Repentigny,1.15407,3402,1399,1378,2865,1960,215,180
4620682.05,CT,Repentigny,0.77041,2997,1146,1141,2460,1660,175,150
4620682.06,CT,Repentigny,1.7031,4822,1686,1678,3855,2775,525,485
4620683.00,CT,Charlemagne,2.31584,5913,2962,2878,5175,3270,500,390
4620684.03,CT,Terrebonne,17.10366,8919,3458,3380,7205,5135,1525,1340
4620684.05,CT,Terrebonne,3.96845,5468,2023,1999,4640,3075,850,720
4620684.08,CT,Terrebonne,2.76736,5750,1936,1914,4395,3210,750,680
4620684.09,CT,Terrebonne,10.7174,3425,1233,1223,2685,1895,520,475
4620684.10,CT,Terrebonne,4.09876,4029,1581,1559,3195,2150,610,545
4620684.11,CT,Terrebonne,3.65483,4502,1783,1761,3660,2490,415,360
4620685.02,CT,Mascouche,56.81471,4242,1658,1620,3360,2265,230,215
4620685.03,CT,Mascouche,7.71336,5881,2924,2780,4960,3405,580,505
4620685.04,CT,Mascouche,0.90339,3105,1118,1112,2550,1770,260,240
4620685.05,CT,Mascouche,2.83185,4504,1762,1727,3490,2400,415,330
4620685.07,CT,Mascouche,3.56085,5645,1957,1947,4315,3060,580,525
4620685.08,CT,Mascouche,3.55727,10087,3951,3888,7250,5395,1465,1360
4620686.01,CT,Mascouche,26.26742,5795,2154,2087,4620,3230,580,530
4620686.02,CT,Mascouche,3.96126,4088,1531,1495,3320,2250,275,250
4620686.03,CT,Mascouche,2.0298,3345,1267,1244,2720,1905,285,235
4620687.01,CT,Terrebonne,3.15539,4473,1682,1678,3560,2485,605,540
4620687.03,CT,Terrebonne,15.78604,10304,3551,3447,7490,5575,1600,1460
4620687.04,CT,Terrebonne,1.73836,4959,1849,1842,3970,2585,485,375
4620687.06,CT,Terrebonne,2.63425,5347,2208,2182,4445,3055,565,520
4620687.07,CT,Terrebonne,1.99035,5773,2112,2094,4800,3300,645,565
4620687.09,CT,Terrebonne,20.61852,3536,1315,1294,2735,1970,265,240
4620687.10,CT,Terrebonne,21.99644,8797,3013,2953,6575,4915,885,815
4620688.02,CT,Sainte-Anne-des-Plaines,89.9512,3610,1226,1175,2325,1615,220,190
4620688.03,CT,Sainte-Anne-des-Plaines,2.03047,5221,2136,2041,4300,2900,225,170
4620688.04,CT,Sainte-Anne-des-Plaines,1.79567,5590,2078,2047,4355,3040,360,325
4620689.01,CT,Terrebonne,2.74193,6791,2518,2461,5280,3825,390,350
4620689.02,CT,Terrebonne,1.56873,3678,1342,1308,2780,1950,135,130
4620689.03,CT,Terrebonne,3.65537,8135,2925,2856,6095,4420,410,380
4620689.04,CT,Terrebonne,31.77906,5637,2045,2005,4505,3210,300,280
4620690.00,CT,Lavaltrie,65.92571,7383,2999,2905,5920,4040,410,345
4620691.00,CT,Lavaltrie,2.76391,6274,2508,2446,5065,3475,315,235
4620692.00,CT,L'Assomption,65.06619,9286,3534,3465,7375,5085,1100,980
4620693.00,CT,L'Assomption,2.2553,5248,2509,2435,4275,2625,455,365
4620694.00,CT,L'Assomption,33.5009,7895,2889,2836,5965,4425,710,665
4620700.01,CT,Terrebonne,1.3219,4737,2457,2335,3780,2380,300,245
4620700.03,CT,Terrebonne,1.54108,2791,1274,1258,2350,1325,220,165
4620700.04,CT,Terrebonne,1.55315,4524,2317,2252,4030,2470,465,325
4620701.01,CT,Bois-des-Filion,1.73095,3354,1377,1347,2565,1915,520,475
4620701.02,CT,Bois-des-Filion,2.65812,6282,2730,2672,5205,3545,530,440
4620702.01,CT,Lorraine,2.02492,2544,999,970,2160,1325,780,620
4620702.02,CT,Lorraine,3.88405,6808,2382,2356,5470,3580,1920,1625
4620703.02,CT,Rosemère,4.44265,3796,1590,1540,3335,1945,1075,780
4620703.03,CT,Rosemère,3.10563,4456,1672,1650,3595,2265,1015,830
4620703.04,CT,Rosemère,3.24324,5706,1919,1906,4545,2950,1605,1285
4620704.01,CT,Boisbriand,1.76269,4717,2367,2296,4115,2710,400,330
4620704.04,CT,Boisbriand,1.79452,4468,1670,1661,3580,2470,580,475
4620704.05,CT,Boisbriand,4.88192,6239,2339,2320,5190,3445,975,870
4620704.06,CT,Boisbriand,2.31017,1796,733,705,1585,990,310,260
4620704.08,CT,Boisbriand,14.58155,5147,1498,1442,3320,2145,330,275
4620704.09,CT,Boisbriand,2.4713,4517,1930,1864,3855,2650,710,615
4620705.01,CT,Sainte-Thérèse,1.5821,3370,1240,1234,2820,1665,985,740
4620705.02,CT,Sainte-Thérèse,1.92039,5213,2387,2358,4075,2520,725,535
4620706.00,CT,Sainte-Thérèse,1.37,3838,2283,2194,3380,2190,345,280
4620707.00,CT,Sainte-Thérèse,1.8546,4656,2251,2100,3370,2120,335,255
4620708.01,CT,Sainte-Thérèse,1.20994,4725,2352,2281,3860,2570,430,355
4620708.02,CT,Sainte-Thérèse,1.54876,4187,2053,2003,3730,2270,775,580
4620709.01,CT,Blainville,3.70366,8428,3401,3296,6725,4615,1230,1130
4620709.02,CT,Blainville,2.40264,6320,2647,2601,5115,3520,750,660
4620710.03,CT,Blainville,3.09333,8771,3373,3294,6945,4865,1165,1030
4620710.05,CT,Blainville,32.58851,7469,2444,2383,5800,4110,1495,1315
4620710.06,CT,Blainville,2.09254,3533,1293,1288,2875,1925,695,600
4620710.07,CT,Blainville,3.38723,4757,1769,1742,3690,2655,560,520
4620710.08,CT,Blainville,1.23289,4334,1755,1736,3490,2370,380,315
4620710.09,CT,Blainville,3.52751,5506,1608,1590,4155,2845,1480,1340
4620710.10,CT,Blainville,2.52151,5002,1669,1635,3865,2450,1255,1130
4620710.11,CT,Blainville,0.91529,2743,1047,1035,2310,1560,425,385
4620725.03,CT,Saint-Eustache,1.5585,3620,1466,1451,3000,1950,295,230
4620725.04,CT,Saint-Eustache,2.85868,3236,1364,1334,2775,1795,235,190
4620725.06,CT,Saint-Eustache,52.82474,1637,665,644,1440,915,125,80
4620725.07,CT,Saint-Eustache,1.45002,6352,2219,2207,4950,3685,820,760
4620725.09,CT,Saint-Eustache,2.19623,3783,1188,1186,2760,1925,385,345
4620725.10,CT,Saint-Eustache,3.21732,4957,2039,2014,3860,2725,855,780
4620726.01,CT,Saint-Eustache,1.87009,6281,2995,2867,5300,3245,590,475
4620726.03,CT,Saint-Eustache,1.26076,4902,2303,2247,4140,2665,395,300
4620726.04,CT,Saint-Eustache,0.79533,1873,702,698,1595,1095,185,160
4620727.01,CT,Saint-Eustache,1.12411,3295,1750,1689,2750,1585,240,185
4620727.02,CT,Saint-Eustache,1.55419,4072,2051,2010,3590,2035,420,345
4620728.01,CT,Deux-Montagnes,1.75961,6688,2586,2563,5350,3905,1090,1020
4620728.02,CT,Deux-Montagnes,1.91924,4383,1782,1735,3560,2270,740,615
4620728.03,CT,Deux-Montagnes,0.91551,2635,1014,1004,2090,1500,345,300
4620729.00,CT,Deux-Montagnes,1.49341,3790,1858,1791,3205,2135,545,485
4620730.01,CT,Sainte-Marthe-sur-le-Lac,5.80775,11350,4205,4169,8295,6415,1665,1570
4620730.02,CT,Sainte-Marthe-sur-le-Lac,3.12364,6724,2736,2701,5560,3760,585,500
4620731.00,CT,Pointe-Calumet,5.06188,6428,2696,2618,5155,3695,240,205
4620732.01,CT,Saint-Joseph-du-Lac,41.58385,6687,2608,2527,5360,3750,670,565
4620732.03,CT,Oka,11.85842,0,0,0,..,..,..,..
4620732.04,CT,Oka,57.78632,3824,1636,1563,3105,2080,655,495
4620733.01,CT,Mirabel,231.56372,4160,1727,1645,3510,2285,400,305
4620733.02,CT,Saint-Placide,42.96025,1686,865,730,1365,870,155,95
4620734.03,CT,Mirabel,5.31504,5907,2107,2067,4250,3095,555,505
4620734.04,CT,Mirabel,23.97865,3662,1633,1492,2945,2110,345,290
4620734.05,CT,Mirabel,32.28426,7337,2827,2728,5645,4290,1135,1050
4620734.06,CT,Mirabel,2.21602,5082,1939,1905,3795,2735,270,230
4620734.07,CT,Mirabel,129.28175,9098,3708,3554,6775,5180,860,760
4620735.01,CT,Mirabel,52.5909,6642,2888,2800,5405,3670,470,390
4620735.02,CT,Mirabel,8.9403,8625,3566,3440,6845,4900,775,675
4620740.01,CT,Gore,97.13293,1904,1542,904,1680,1110,200,115
4620740.03,CT,Saint-Colomban,45.56957,7040,2746,2637,5505,4090,595,530
4620740.04,CT,Saint-Colomban,49.38525,8979,3454,3317,6800,5285,905,810
4620750.01,CT,Notre-Dame-de-l'Île-Perrot,15.4549,5152,1970,1911,4165,2870,1035,845
4620750.02,CT,Notre-Dame-de-l'Île-Perrot,12.75299,5502,1873,1839,4375,3040,960,845
4620750.04,CT,Terrasse-Vaudreuil,1.0632,1986,830,809,1690,1045,270,215
4620750.06,CT,L'Île-Perrot,3.52305,5651,2732,2624,4650,3265,755,705
4620750.07,CT,L'Île-Perrot,1.95448,5105,2099,2064,4150,2865,695,615
4620751.01,CT,Pincourt,3.37006,6733,2729,2687,5435,3535,1005,860
4620751.02,CT,Pincourt,3.73563,7825,2827,2784,6165,4305,1400,1255
4620755.01,CT,Vaudreuil-Dorion,21.33039,8585,3767,3649,6925,4905,1025,860
4620755.02,CT,Vaudreuil-Dorion,5.4827,11737,4272,4166,8435,6605,2210,2070
4620756.02,CT,Vaudreuil-Dorion,10.86722,954,387,373,780,565,105,85
4620756.03,CT,Vaudreuil-Dorion,34.76183,7097,2564,2470,5610,3840,1530,1295
4620756.04,CT,Vaudreuil-Dorion,2.78343,6273,2271,2230,4685,3175,1015,865
4620756.05,CT,Vaudreuil-Dorion,2.21484,6419,2832,2744,4900,3375,880,780
4620757.00,CT,Hudson,21.92909,5185,2386,2241,4470,2555,1500,1090
4620758.03,CT,Saint-Lazare,23.8132,4250,1464,1441,3380,2295,1020,865
4620758.04,CT,Saint-Lazare,15.57202,5639,1823,1806,4340,3080,1190,1065
4620758.05,CT,Saint-Lazare,7.65549,4403,1492,1475,3455,2330,1005,890
4620758.06,CT,Saint-Lazare,20.07342,5597,2042,2024,4370,3060,725,645
4620760.00,CT,Les Cèdres,78.2564,6777,2693,2607,5430,3860,625,530
4620775.00,CT,Léry,10.53563,2318,1052,973,1965,1260,360,260
4620776.00,CT,Beauharnois,8.47664,3389,1579,1524,2895,1780,325,255
4620777.01,CT,Beauharnois,30.94032,4293,2069,1952,3620,2295,325,255
4620777.02,CT,Beauharnois,30.41947,5202,2424,2322,4195,2670,320,250
4620780.00,CT,Saint-Jérôme,1.49205,3516,1722,1627,3045,1890,405,285
4620781.00,CT,Saint-Jérôme,2.54889,5994,3368,3197,4875,2415,385,240
4620782.00,CT,Saint-Jérôme,2.47058,3221,1770,1663,2645,1650,150,115
4620783.00,CT,Saint-Jérôme,5.08096,5626,2699,2539,4250,2235,350,255
4620784.00,CT,Saint-Jérôme,1.30937,3978,2081,1888,3030,1830,70,40
4620785.00,CT,Saint-Jérôme,3.61144,4484,2530,2306,3675,2325,275,220
4620786.00,CT,Saint-Jérôme,3.36122,4476,2150,2071,3750,2315,285,225
4620787.00,CT,Saint-Jérôme,6.47199,8167,3531,3476,6650,4480,650,535
4620788.00,CT,Saint-Jérôme,2.17933,5853,2949,2849,4775,2920,330,280
4620789.00,CT,Saint-Jérôme,12.25255,7843,3428,3289,6290,4300,740,625
4620790.00,CT,Saint-Jérôme,14.77584,7883,3555,3427,6590,4565,720,580
4620791.00,CT,Saint-Jérôme,4.57298,9032,3739,3594,7130,4950,1165,1000
4620792.00,CT,Saint-Jérôme,31.36892,4273,1794,1716,3495,2555,385,330
4620800.01,CT,Châteauguay,3.77256,4750,1814,1772,3785,2530,700,610
4620800.02,CT,Châteauguay,1.65271,5300,2313,2255,4415,2545,555,430
4620801.00,CT,Châteauguay,2.80077,7263,2987,2875,5955,3755,845,685
4620802.00,CT,Châteauguay,6.26418,3211,1383,1317,2680,1855,315,250
4620804.01,CT,Châteauguay,2.61725,7239,3012,2905,5845,3800,745,635
4620804.02,CT,Châteauguay,10.54739,2175,784,773,1625,1160,270,240
4620805.00,CT,Châteauguay,3.33255,9359,3702,3627,7430,4635,955,775
4620806.01,CT,Châteauguay,1.65066,3286,1410,1353,2650,1690,275,225
4620806.02,CT,Châteauguay,4.67851,5323,1961,1921,4355,2930,550,475
4620807.01,CT,Mercier,19.43056,8337,3025,2972,6550,4425,1010,885
4620807.02,CT,Mercier,27.11886,4778,1907,1867,3820,2555,455,395
4620825.02,CT,Brossard,0.93006,3853,1588,1560,3335,2075,735,620
4620825.03,CT,Brossard,1.31481,5810,2562,2429,4770,3110,645,545
4620825.04,CT,Brossard,1.75072,5474,2262,2215,4670,2870,1030,795
4620825.05,CT,Brossard,1.70807,5008,2179,2071,4125,2495,910,735
4620825.06,CT,Brossard,1.37273,5139,1984,1942,4260,2645,1025,810
4620825.07,CT,Brossard,1.61387,6873,2957,2882,5450,4295,2135,1965
4620825.08,CT,Brossard,9.70274,1996,875,848,1575,1235,600,560
4620826.02,CT,Brossard,1.66298,4681,1763,1739,3920,2295,1235,880
4620826.05,CT,Brossard,1.55579,4043,1672,1609,3490,2155,1255,875
4620826.06,CT,Brossard,1.11352,4021,1512,1489,3290,2055,875,650
4620826.07,CT,Brossard,0.82829,4568,1966,1913,3725,1740,1315,835
4620826.08,CT,Brossard,1.2465,3349,1247,1245,2765,1515,1360,900
4620826.09,CT,Brossard,1.32792,3387,1091,1069,2730,1620,1235,905
4620826.10,CT,Brossard,2.03494,6092,2315,2256,5165,3365,1835,1465
4620826.11,CT,Brossard,1.05928,4438,1772,1730,3455,2000,990,710
4620826.13,CT,Brossard,1.01806,4070,1351,1348,3340,2260,1375,1155
4620826.14,CT,Brossard,14.41076,10063,4004,3816,7775,5885,3265,2940
4620827.02,CT,La Prairie,3.45033,7141,3744,3580,5970,3715,1005,780
